timestamp,x,y,z,phi,theta,psi,u,v,w,p,q,r,tau_X,tau_Y,tau_Z,tau_K,tau_M,tau_N,D_u,D_v,D_w,dist_u,dist_v,pwm_1,thrust_1,pwm_2,thrust_2,pwm_3,thrust_3,pwm_4,thrust_4,pwm_5,thrust_5,pwm_6,thrust_6,pwm_7,thrust_7,pwm_8,thrust_8
1790144878.81216,0.00000,0.00000,0.00000,-0.00272,0.00617,-2.00531,0.00000,0.00000,0.00000,0.00048,0.00069,-0.00014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000
1790144878.84383,0.00000,0.00000,0.00000,-0.00271,0.00617,-2.00519,0.00000,0.00000,0.00000,-0.00000,-0.00034,-0.00099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000
1790144878.87521,0.00000,0.00000,0.00000,-0.00271,0.00617,-2.00519,0.00000,0.00000,0.00000,-0.00000,-0.00034,-0.00099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000
1790144878.90749,0.00000,0.00000,0.00000,-0.00271,0.00617,-2.00519,0.00000,0.00000,0.00000,-0.00000,-0.00034,-0.00099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000
1790144878.94366,0.00000,0.00000,0.00000,-0.00274,0.00618,-2.00516,0.00000,0.00000,0.00000,-0.00067,-0.00001,-0.00077,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000
1790144878.97572,0.00000,0.00000,0.00000,-0.00274,0.00618,-2.00516,0.00000,0.00000,0.00000,-0.00067,-0.00001,-0.00077,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000
1790144879.00713,0.00000,0.00000,0.00000,-0.00274,0.00618,-2.00516,0.00000,0.00000,0.00000,-0.00067,-0.00001,-0.00077,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000
1790144879.04964,0.00000,0.00000,0.00000,-0.00275,0.00611,-2.00534,0.00000,0.00000,0.00000,0.00034,0.00048,-0.00041,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000
1790144879.08311,0.00000,0.00000,0.00000,-0.00275,0.00611,-2.00534,0.00000,0.00000,0.00000,0.00034,0.00048,-0.00041,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000
1790144879.11324,0.00000,0.00000,0.00000,-0.00275,0.00611,-2.00534,0.00000,0.00000,0.00000,0.00034,0.00048,-0.00041,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000,1500.00000,0.00000
